tank_id	time	pH	temp	quantity_liters
47	2025-01-03 21:00:00	3.35	22.52	759
58	2025-01-08 18:00:00	3.08	23.71	769
45	2025-01-10 17:00:00	3.89	27.89	
12	2025-01-08 17:00:00	3.1	22.61	769
40	2025-01-07 02:00:00	3.29	25.93	830
85	2025-01-02 04:00:00	3.53	24.81	608
15	2025-01-09 15:00:00	3.97	22.06	
44	2025-01-11 03:00:00	3.93	23.23	956
6	2025-01-09 03:00:00	3.25	26.41	813
68	2025-01-09 22:00:00	3.93	24.55	664
19	2025-01-11 22:00:00	3.1	27.72	812
7	2025-01-11 00:00:00	3.33	27.63	748
27	2025-01-04 14:00:00	3.09	24.05	993
6	2025-01-09 14:00:00	3.9	23.67	598
11	2025-01-05 23:00:00	3.39	24.55	506
83	2025-01-11 01:00:00	3.28	25.05	940
49	2025-01-09 19:00:00	3.59	23.16	607
73	2025-01-05 14:00:00	3.21	22.35	
58	2025-01-10 17:00:00	3.15	22.27	603
63	2025-01-05 08:00:00	3.38	27.42	732
57	2025-01-09 04:00:00	3.55	22.12	603
82	2025-01-05 08:00:00	3.51	27.26	
24	2025-01-06 18:00:00	3.07	27.5	
98	2025-01-09 15:00:00	3.91	22.15	642
97	2025-01-10 21:00:00	3.17	22.23	551
88	2025-01-05 01:00:00	3.66	23.43	724
17	2025-01-05 01:00:00	3.5	22.78	467
89	2025-01-02 21:00:00	3.53	24.7	846
37	2025-01-05 20:00:00	3.45	26.24	823
73	2025-01-10 01:00:00	3.79	22.3	940
72	2025-01-10 03:00:00	3.48	27.54	
64	2025-01-06 03:00:00	3.86	25.2	916
55	2025-01-01 08:00:00	3.09	25.66	738
85	2025-01-07 03:00:00	3.42	27.57	461
45	2025-01-10 09:00:00	3.07	27.03	
78	2025-01-06 09:00:00	3.36	27.51	741
24	2025-01-08 16:00:00	3.4	23.0	414
84	2025-01-08 12:00:00	3.22	26.95	
61	2025-01-08 17:00:00	3.57	22.93	345
76	2025-01-01 14:00:00	3.06	24.3	602
33	2025-01-08 08:00:00	3.38	27.79	451
36	2025-01-06 09:00:00	3.57	24.28	571
44	2025-01-11 22:00:00	3.15	26.91	572
42	2025-01-08 16:00:00	3.27	25.14	279
51	2025-01-08 01:00:00	3.05	25.1	712
32	2025-01-06 05:00:00	3.86	27.87	612
93	2025-01-01 23:00:00	3.25	23.59	519
22	2025-01-05 08:00:00	3.52	27.75	950
22	2025-01-06 14:00:00	3.29	27.97	987
95	2025-01-10 15:00:00	3.27	24.03	948
80	2025-01-03 20:00:00	3.19	24.56	527
75	2025-01-03 10:00:00	3.54	25.17	976
22	2025-01-11 03:00:00	4.0	25.99	
40	2025-01-03 01:00:00	3.17	23.13	373
40	2025-01-10 04:00:00	3.04	23.79	425
45	2025-01-01 18:00:00	3.5	27.93	657
59	2025-01-11 21:00:00	3.72	24.06	426
29	2025-01-06 02:00:00	3.11	27.69	759
82	2025-01-10 17:00:00	3.48	26.3	859
6	2025-01-07 16:00:00	3.94	25.34	581
78	2025-01-05 19:00:00	3.66	27.89	
52	2025-01-09 12:00:00	3.45	24.12	668
58	2025-01-02 19:00:00	3.53	25.66	243
57	2025-01-09 10:00:00	3.87	27.0	236
33	2025-01-05 23:00:00	3.73	23.51	
99	2025-01-09 14:00:00	3.6	25.94	317
33	2025-01-04 05:00:00	3.71	22.96	
29	2025-01-10 02:00:00	3.55	26.6	733
90	2025-01-10 04:00:00	3.49	25.76	502
95	2025-01-04 05:00:00	3.23	24.57	356
22	2025-01-03 08:00:00	3.38	27.89	662
44	2025-01-10 12:00:00	3.29	25.66	732
43	2025-01-09 10:00:00	3.76	27.95	
4	2025-01-10 15:00:00	3.17	27.2	974
95	2025-01-01 15:00:00	3.61	23.89	676
15	2025-01-10 11:00:00	3.82	27.71	469
69	2025-01-09 16:00:00	3.04	24.36	280
9	2025-01-02 16:00:00	3.34	27.1	783
23	2025-01-02 16:00:00	3.27	25.95	353
52	2025-01-06 11:00:00	3.57	25.01	986
34	2025-01-04 00:00:00	3.18	22.35	994
81	2025-01-11 09:00:00	3.76	26.09	934
70	2025-01-03 18:00:00	3.12	24.9	211
2	2025-01-09 05:00:00	3.26	24.21	426
28	2025-01-04 06:00:00	3.02	24.94	857
31	2025-01-11 04:00:00	3.33	26.81	647
53	2025-01-04 06:00:00	3.9	24.79	996
18	2025-01-01 08:00:00	3.24	23.41	911
28	2025-01-09 23:00:00	3.8	25.63	684
5	2025-01-03 06:00:00	3.68	25.33	423
71	2025-01-03 08:00:00	3.96	26.63	
3	2025-01-03 12:00:00	3.43	24.34	217
8	2025-01-02 14:00:00	3.21	26.72	256
89	2025-01-11 10:00:00	3.55	23.3	471
70	2025-01-05 04:00:00	3.42	27.7	825
99	2025-01-01 18:00:00	3.61	27.95	591
57	2025-01-05 20:00:00	3.46	27.88	241
19	2025-01-05 05:00:00	3.07	26.54	900
36	2025-01-10 14:00:00	3.64	26.34	287
93	2025-01-05 22:00:00	3.13	22.87	407
72	2025-01-11 19:00:00	3.85	22.78	594
32	2025-01-05 01:00:00	3.94	25.03	988
74	2025-01-01 19:00:00	3.95	27.41	920
24	2025-01-09 04:00:00	3.76	23.2	306
47	2025-01-07 14:00:00	3.63	22.21	334
96	2025-01-10 10:00:00	3.78	22.64	702
63	2025-01-02 12:00:00	3.05	23.18	
23	2025-01-03 15:00:00	3.12	27.8	421
44	2025-01-02 13:00:00	3.09	26.28	443
47	2025-01-06 17:00:00	3.32	22.82	
84	2025-01-07 19:00:00	3.44	22.13	757
27	2025-01-07 19:00:00	3.44	24.99	937
62	2025-01-10 18:00:00	3.13	27.02	619
77	2025-01-03 20:00:00	3.58	22.36	864
47	2025-01-05 20:00:00	3.52	24.82	697
43	2025-01-06 19:00:00	3.19	22.29	639
82	2025-01-02 21:00:00	3.77	23.75	836
29	2025-01-05 10:00:00	3.43	22.69	445
88	2025-01-07 14:00:00	3.41	24.87	307
90	2025-01-01 04:00:00	3.86	24.45	862
51	2025-01-11 14:00:00	3.6	23.36	284
33	2025-01-09 14:00:00	3.38	26.55	980
76	2025-01-08 15:00:00	3.29	25.84	
46	2025-01-07 02:00:00	3.79	23.27	710
100	2025-01-06 15:00:00	3.01	24.59	388
12	2025-01-11 17:00:00	3.81	23.42	936
59	2025-01-04 09:00:00	3.07	27.66	367
44	2025-01-10 09:00:00	3.83	25.64	961
63	2025-01-07 05:00:00	3.54	25.27	
85	2025-01-07 16:00:00	3.77	26.07	633
62	2025-01-08 14:00:00	3.42	24.65	252
20	2025-01-06 02:00:00	3.32	23.85	216
77	2025-01-03 17:00:00	3.52	24.95	837
49	2025-01-04 05:00:00	3.59	27.11	817
11	2025-01-09 04:00:00	3.49	23.28	360
27	2025-01-02 08:00:00	3.25	23.68	741
48	2025-01-09 16:00:00	3.23	27.38	399
11	2025-01-11 04:00:00	3.61	22.21	639
85	2025-01-01 13:00:00	3.37	27.82	744
63	2025-01-09 17:00:00	3.79	22.94	342
68	2025-01-05 04:00:00	3.83	23.82	686
97	2025-01-11 14:00:00	3.43	27.14	684
95	2025-01-09 01:00:00	3.86	22.43	814
84	2025-01-09 04:00:00	3.34	22.84	407
41	2025-01-02 21:00:00	3.51	24.05	704
50	2025-01-11 16:00:00	3.62	23.58	858
86	2025-01-05 21:00:00	3.19	26.68	
78	2025-01-05 19:00:00	3.98	23.17	866
69	2025-01-10 14:00:00	3.1	24.72	279
18	2025-01-04 18:00:00	3.28	27.77	523
76	2025-01-11 04:00:00	3.36	24.73	457
17	2025-01-08 10:00:00	3.06	22.84	687
59	2025-01-03 19:00:00	3.61	25.49	904
37	2025-01-10 14:00:00	3.2	25.91	524
33	2025-01-07 02:00:00	3.19	22.23	
63	2025-01-05 03:00:00	3.24	26.08	
13	2025-01-05 17:00:00	3.34	26.73	
67	2025-01-07 02:00:00	3.47	24.43	864
41	2025-01-10 14:00:00	3.6	24.97	510
46	2025-01-06 10:00:00	3.91	26.32	
71	2025-01-04 17:00:00	3.37	23.68	943
63	2025-01-10 13:00:00	3.41	26.34	349
39	2025-01-02 09:00:00	3.67	22.46	
91	2025-01-04 13:00:00	3.99	25.73	890
17	2025-01-04 11:00:00	3.3	22.78	301
18	2025-01-10 19:00:00	3.26	22.27	629
42	2025-01-07 02:00:00	3.8	22.08	420
44	2025-01-07 13:00:00	3.6	23.48	616
14	2025-01-09 23:00:00	3.8	24.88	524
92	2025-01-03 22:00:00	3.34	27.21	302
62	2025-01-07 21:00:00	3.09	26.71	249
18	2025-01-10 08:00:00	3.06	26.32	991
81	2025-01-02 02:00:00	3.24	23.24	230
35	2025-01-02 12:00:00	3.74	25.45	468
7	2025-01-09 07:00:00	3.63	22.62	777
65	2025-01-10 04:00:00	3.8	26.47	791
66	2025-01-06 11:00:00	3.43	22.47	222
38	2025-01-06 00:00:00	3.55	27.49	556
51	2025-01-08 16:00:00	3.14	22.74	380
23	2025-01-02 05:00:00	3.11	22.98	790
49	2025-01-03 07:00:00	3.29	24.82	457
39	2025-01-02 20:00:00	3.87	23.96	693
30	2025-01-09 18:00:00	3.67	23.14	206
18	2025-01-09 23:00:00	3.53	25.94	
46	2025-01-09 01:00:00	3.75	26.84	903
11	2025-01-09 15:00:00	3.53	25.26	570
48	2025-01-07 11:00:00	3.84	22.21	417
53	2025-01-08 04:00:00	3.81	26.38	
74	2025-01-05 06:00:00	3.7	24.86	300
11	2025-01-07 07:00:00	3.59	26.78	512
9	2025-01-05 03:00:00	3.51	27.92	
74	2025-01-04 03:00:00	3.47	24.82	
35	2025-01-08 22:00:00	3.95	25.76	794
3	2025-01-04 07:00:00	3.83	22.85	847
35	2025-01-11 09:00:00	3.22	23.58	415
46	2025-01-11 18:00:00	3.88	24.05	290
28	2025-01-08 00:00:00	3.57	27.55	997
99	2025-01-06 00:00:00	3.34	26.21	358
49	2025-01-09 18:00:00	3.42	26.9	
45	2025-01-11 01:00:00	3.18	23.16	309
29	2025-01-03 04:00:00	3.52	24.45	755
79	2025-01-01 10:00:00	3.69	23.21	416
9	2025-01-01 21:00:00	3.77	24.08	968
60	2025-01-07 19:00:00	3.77	25.51	368
10	2025-01-01 23:00:00	3.28	26.98	772
52	2025-01-06 05:00:00	3.39	23.17	445
74	2025-01-02 02:00:00	3.03	23.7	506
75	2025-01-01 15:00:00	3.49	24.36	632
11	2025-01-07 08:00:00	3.71	23.85	275
57	2025-01-01 01:00:00	3.05	24.37	869
35	2025-01-07 07:00:00	3.64	26.14	588
17	2025-01-07 17:00:00	3.1	24.16	974
49	2025-01-03 19:00:00	3.61	26.15	658
48	2025-01-08 13:00:00	3.46	23.65	
41	2025-01-01 07:00:00	3.08	25.4	385
96	2025-01-03 17:00:00	3.4	23.72	
51	2025-01-09 12:00:00	3.93	23.8	373
61	2025-01-02 00:00:00	3.6	24.81	723
5	2025-01-03 11:00:00	3.06	27.59	225
17	2025-01-11 14:00:00	3.58	25.63	282
80	2025-01-09 00:00:00	3.48	27.6	636
83	2025-01-01 21:00:00	3.32	24.01	
80	2025-01-01 01:00:00	3.92	27.19	942
57	2025-01-01 00:00:00	3.02	22.46	
1	2025-01-02 17:00:00	3.24	25.89	778
24	2025-01-03 03:00:00	3.99	25.61	389
21	2025-01-02 06:00:00	3.72	23.73	
70	2025-01-01 20:00:00	3.57	23.62	288
52	2025-01-08 02:00:00	3.44	27.5	678
94	2025-01-10 08:00:00	3.41	24.48	875
50	2025-01-07 13:00:00	3.41	25.47	
87	2025-01-04 21:00:00	3.56	26.35	301
6	2025-01-10 19:00:00	3.46	25.14	341
69	2025-01-08 18:00:00	3.88	24.13	630
5	2025-01-03 13:00:00	3.11	22.44	522
59	2025-01-05 02:00:00	3.99	26.95	551
86	2025-01-01 19:00:00	3.32	25.85	599
81	2025-01-09 23:00:00	3.8	25.46	
19	2025-01-01 17:00:00	3.76	22.82	363
94	2025-01-09 19:00:00	3.16	23.12	326
13	2025-01-09 00:00:00	3.02	25.32	771
84	2025-01-03 07:00:00	3.41	24.3	639
85	2025-01-11 05:00:00	3.24	22.6	
35	2025-01-02 14:00:00	3.99	24.69	379
33	2025-01-07 18:00:00	3.86	27.96	951
29	2025-01-01 20:00:00	3.81	23.43	521
58	2025-01-06 17:00:00	3.78	24.51	838
82	2025-01-06 14:00:00	3.98	24.97	802
74	2025-01-09 23:00:00	3.97	25.91	364
28	2025-01-03 20:00:00	3.16	26.32	653
10	2025-01-04 12:00:00	3.94	26.02	738
12	2025-01-01 01:00:00	3.43	23.0	208
18	2025-01-01 23:00:00	3.28	22.49	729
8	2025-01-03 20:00:00	3.07	27.69	233
4	2025-01-06 23:00:00	3.63	22.69	920
21	2025-01-01 09:00:00	3.37	26.02	853
100	2025-01-09 03:00:00	3.4	26.62	828
64	2025-01-09 20:00:00	3.87	27.69	292
36	2025-01-08 03:00:00	3.05	22.18	515
44	2025-01-03 01:00:00	3.62	23.67	916
23	2025-01-04 04:00:00	3.97	24.9	284
23	2025-01-09 06:00:00	3.51	23.74	884
96	2025-01-09 05:00:00	3.12	25.23	244
39	2025-01-03 02:00:00	3.96	25.39	697
76	2025-01-04 00:00:00	3.48	24.98	957
81	2025-01-02 04:00:00	3.08	23.95	919
3	2025-01-01 22:00:00	3.47	23.03	976
75	2025-01-02 12:00:00	3.21	26.97	593
62	2025-01-01 13:00:00	3.91	24.56	353
58	2025-01-08 10:00:00	3.69	27.56	514
68	2025-01-11 17:00:00	3.07	27.33	923
12	2025-01-08 12:00:00	3.33	26.26	282
52	2025-01-11 08:00:00	3.29	22.62	893
71	2025-01-01 07:00:00	3.0	26.9	362
93	2025-01-05 10:00:00	3.72	22.61	853
68	2025-01-06 12:00:00	3.6	23.77	461
27	2025-01-03 09:00:00	3.75	26.27	508
13	2025-01-10 22:00:00	3.08	27.49	354
46	2025-01-02 00:00:00	3.21	26.51	826
13	2025-01-09 14:00:00	3.21	22.55	
84	2025-01-07 05:00:00	3.39	25.65	412
74	2025-01-05 10:00:00	3.78	22.34	864
43	2025-01-02 13:00:00	3.22	25.81	707
95	2025-01-07 22:00:00	3.84	25.57	
83	2025-01-07 01:00:00	3.64	22.19	533
12	2025-01-06 00:00:00	3.13	27.3	601
13	2025-01-04 04:00:00	3.41	24.88	569
2	2025-01-06 22:00:00	3.23	23.28	289
8	2025-01-01 22:00:00	3.61	26.3	723
50	2025-01-06 06:00:00	3.56	27.24	532
44	2025-01-10 07:00:00	3.67	23.3	918
25	2025-01-10 18:00:00	3.53	26.31	318
13	2025-01-07 23:00:00	3.31	23.86	750
95	2025-01-09 23:00:00	3.36	27.41	
1	2025-01-04 02:00:00	3.35	22.97	770
96	2025-01-07 01:00:00	3.48	23.16	598
54	2025-01-02 11:00:00	3.48	25.44	285
45	2025-01-03 18:00:00	3.18	22.41	813
71	2025-01-02 02:00:00	3.6	22.01	488
26	2025-01-10 21:00:00	3.1	26.97	800
50	2025-01-01 17:00:00	3.96	22.66	402
51	2025-01-10 01:00:00	3.28	22.44	
66	2025-01-02 09:00:00	3.85	25.51	862
83	2025-01-01 17:00:00	3.22	23.69	460
35	2025-01-09 21:00:00	3.79	26.91	721
33	2025-01-05 23:00:00	3.65	24.09	998
7	2025-01-10 23:00:00	3.32	26.61	420
49	2025-01-07 10:00:00	3.98	23.67	664
74	2025-01-07 02:00:00	3.23	26.14	431
91	2025-01-06 13:00:00	3.6	27.68	586
100	2025-01-04 16:00:00	3.3	26.96	584
97	2025-01-01 18:00:00	3.98	25.69	374
49	2025-01-05 08:00:00	3.25	22.73	458
48	2025-01-07 11:00:00	3.49	23.07	
62	2025-01-05 19:00:00	3.75	24.48	557
84	2025-01-01 00:00:00	3.67	26.15	604
60	2025-01-09 03:00:00	3.92	24.12	778
42	2025-01-11 01:00:00	3.27	25.04	561
60	2025-01-06 07:00:00	3.77	25.11	298
13	2025-01-07 16:00:00	3.25	26.98	704
16	2025-01-08 20:00:00	3.72	27.43	992
72	2025-01-10 19:00:00	3.38	25.0	219
38	2025-01-03 05:00:00	3.27	25.29	821
44	2025-01-09 11:00:00	3.91	24.97	762
81	2025-01-10 08:00:00	3.22	24.95	875
4	2025-01-04 12:00:00	3.92	24.3	400
22	2025-01-02 10:00:00	3.16	26.66	861
24	2025-01-10 01:00:00	3.74	27.56	893
10	2025-01-03 16:00:00	3.51	23.02	292
1	2025-01-07 01:00:00	3.39	23.38	608
15	2025-01-01 15:00:00	3.24	25.4	724
83	2025-01-01 16:00:00	3.7	22.06	513
1	2025-01-01 04:00:00	3.64	26.36	950
98	2025-01-05 12:00:00	3.64	24.35	527
31	2025-01-06 08:00:00	3.25	24.47	798
72	2025-01-01 06:00:00	3.63	25.59	
70	2025-01-09 10:00:00	3.34	25.63	648
17	2025-01-11 15:00:00	3.97	22.09	830
78	2025-01-04 07:00:00	3.43	26.92	643
54	2025-01-11 23:00:00	3.19	27.46	206
22	2025-01-01 11:00:00	3.96	25.16	643
89	2025-01-06 08:00:00	3.77	25.74	895
24	2025-01-10 17:00:00	3.18	26.11	470
43	2025-01-05 02:00:00	3.84	24.47	464
81	2025-01-06 07:00:00	3.74	27.56	469
4	2025-01-03 12:00:00	3.05	24.16	276
30	2025-01-06 18:00:00	3.98	23.39	676
67	2025-01-11 15:00:00	3.39	24.0	623
58	2025-01-01 12:00:00	3.62	24.22	707
22	2025-01-04 11:00:00	3.77	27.29	
8	2025-01-04 10:00:00	3.39	22.75	455
18	2025-01-04 07:00:00	3.89	22.05	767
74	2025-01-06 18:00:00	3.42	24.16	755
69	2025-01-01 15:00:00	3.68	27.0	
28	2025-01-02 23:00:00	3.83	22.63	866
58	2025-01-07 00:00:00	3.26	25.2	
9	2025-01-02 11:00:00	3.92	23.5	461
13	2025-01-08 06:00:00	3.4	26.18	729
11	2025-01-04 05:00:00	3.91	23.26	299
27	2025-01-01 05:00:00	3.68	22.59	928
13	2025-01-09 13:00:00	3.5	24.72	231
52	2025-01-04 08:00:00	3.27	26.44	550
59	2025-01-09 22:00:00	3.66	22.46	948
94	2025-01-03 08:00:00	3.66	25.36	467
79	2025-01-05 19:00:00	3.96	25.69	712
69	2025-01-07 09:00:00	3.44	25.1	671
51	2025-01-09 05:00:00	3.5	25.16	634
39	2025-01-08 16:00:00	3.5	23.98	657
60	2025-01-10 23:00:00	3.91	24.46	892
18	2025-01-09 23:00:00	3.9	26.99	873
91	2025-01-07 13:00:00	3.62	23.56	201
25	2025-01-02 00:00:00	3.78	25.0	240
61	2025-01-03 23:00:00	3.73	26.07	740
37	2025-01-11 11:00:00	3.04	26.14	969
1	2025-01-04 04:00:00	3.93	25.35	215
46	2025-01-08 17:00:00	3.32	27.88	982
4	2025-01-03 17:00:00	3.4	26.74	924
24	2025-01-03 16:00:00	3.04	27.0	591
14	2025-01-07 06:00:00	3.0	27.77	217
27	2025-01-07 10:00:00	3.15	25.1	817
75	2025-01-11 04:00:00	3.37	23.52	201
1	2025-01-09 21:00:00	3.52	22.09	596
50	2025-01-07 06:00:00	3.57	25.22	987
35	2025-01-08 21:00:00	3.71	26.37	983
73	2025-01-07 15:00:00	3.51	25.03	841
96	2025-01-06 21:00:00	3.26	26.78	832
70	2025-01-04 15:00:00	3.09	23.51	512
62	2025-01-08 07:00:00	3.89	27.1	376
100	2025-01-10 22:00:00	3.44	22.59	867
12	2025-01-08 14:00:00	3.97	26.81	746
77	2025-01-02 19:00:00	3.33	23.56	508
41	2025-01-04 11:00:00	3.96	26.36	707
89	2025-01-05 15:00:00	3.14	27.01	664
74	2025-01-07 03:00:00	3.85	24.01	743
63	2025-01-02 20:00:00	3.68	24.61	898
62	2025-01-09 15:00:00	3.39	23.81	757
73	2025-01-05 09:00:00	3.64	26.13	657
82	2025-01-07 10:00:00	3.43	25.44	
16	2025-01-03 05:00:00	3.78	25.73	824
69	2025-01-01 16:00:00	3.55	24.09	383
13	2025-01-11 19:00:00	3.11	27.6	786
84	2025-01-01 03:00:00	3.75	24.43	557
86	2025-01-01 10:00:00	3.94	26.35	845
90	2025-01-11 09:00:00	3.31	22.07	449
59	2025-01-08 16:00:00	3.29	24.67	778
47	2025-01-04 08:00:00	3.38	27.67	588
15	2025-01-02 10:00:00	3.89	25.17	567
65	2025-01-10 14:00:00	3.2	22.52	984
74	2025-01-09 00:00:00	3.83	26.99	307
37	2025-01-05 03:00:00	3.88	26.23	921
1	2025-01-04 21:00:00	3.17	22.86	468
23	2025-01-04 17:00:00	3.87	27.8	610
63	2025-01-10 06:00:00	3.12	27.08	277
60	2025-01-11 05:00:00	3.56	26.75	856
75	2025-01-09 04:00:00	3.12	27.35	602
34	2025-01-06 17:00:00	3.38	22.2	864
60	2025-01-03 05:00:00	3.32	22.05	600
12	2025-01-01 06:00:00	3.59	23.12	901
76	2025-01-08 10:00:00	3.27	23.44	347
30	2025-01-02 03:00:00	3.92	25.16	270
42	2025-01-06 13:00:00	3.29	24.21	
77	2025-01-10 12:00:00	3.32	24.29	931
33	2025-01-10 04:00:00	3.17	22.37	718
8	2025-01-05 09:00:00	3.33	27.76	742
79	2025-01-01 06:00:00	3.09	22.91	836
73	2025-01-09 04:00:00	3.7	26.49	835
69	2025-01-05 11:00:00	3.48	24.76	722
3	2025-01-01 07:00:00	3.26	24.05	848
7	2025-01-11 17:00:00	3.1	26.67	388
63	2025-01-09 21:00:00	3.1	27.5	999
72	2025-01-06 20:00:00	3.49	25.47	754
45	2025-01-06 19:00:00	3.21	22.15	684
5	2025-01-03 14:00:00	3.16	26.7	234
79	2025-01-06 12:00:00	3.65	22.46	333
56	2025-01-11 01:00:00	3.2	24.14	216
29	2025-01-02 01:00:00	3.81	22.54	695
53	2025-01-06 18:00:00	3.86	25.32	
88	2025-01-02 12:00:00	3.34	26.21	540
65	2025-01-07 08:00:00	3.3	24.31	
46	2025-01-04 16:00:00	3.6	26.1	599
29	2025-01-06 00:00:00	3.5	25.56	677
95	2025-01-04 16:00:00	3.35	22.58	829
47	2025-01-11 12:00:00	3.24	26.61	683
10	2025-01-01 03:00:00	3.53	25.37	848
10	2025-01-10 03:00:00	3.88	24.82	258
22	2025-01-01 13:00:00	3.27	26.36	686
77	2025-01-01 04:00:00	3.24	26.62	
15	2025-01-05 09:00:00	4.0	22.66	658
36	2025-01-09 00:00:00	3.25	23.74	675
94	2025-01-02 02:00:00	3.02	24.46	236
34	2025-01-09 11:00:00	3.21	22.22	589
86	2025-01-06 00:00:00	3.17	27.02	506
27	2025-01-05 03:00:00	3.93	24.81	632
24	2025-01-10 09:00:00	3.21	27.03	543
99	2025-01-09 04:00:00	3.37	26.67	312
58	2025-01-04 02:00:00	3.01	25.96	298
4	2025-01-06 13:00:00	3.94	22.51	550
67	2025-01-10 03:00:00	3.42	27.29	377
14	2025-01-04 04:00:00	3.9	25.17	414
48	2025-01-06 12:00:00	3.88	22.52	
96	2025-01-11 17:00:00	3.97	25.33	369
30	2025-01-09 06:00:00	3.91	27.69	612
52	2025-01-06 07:00:00	3.38	25.3	331
61	2025-01-01 05:00:00	3.29	24.73	986
93	2025-01-04 07:00:00	3.77	24.45	
18	2025-01-04 19:00:00	3.43	27.34	
67	2025-01-04 20:00:00	3.01	25.21	669
37	2025-01-05 04:00:00	3.82	24.06	572
67	2025-01-09 15:00:00	3.94	25.54	294
23	2025-01-07 10:00:00	3.91	27.3	548
49	2025-01-07 17:00:00	3.41	25.96	245
32	2025-01-02 10:00:00	3.24	26.11	287
50	2025-01-07 23:00:00	3.21	27.78	
29	2025-01-10 16:00:00	3.69	25.27	213
11	2025-01-01 06:00:00	3.73	26.67	225
11	2025-01-03 09:00:00	3.53	24.99	622
72	2025-01-01 16:00:00	3.13	22.63	800
81	2025-01-09 02:00:00	3.92	26.97	964
65	2025-01-05 16:00:00	3.37	23.59	341
74	2025-01-03 04:00:00	3.77	22.01	593
42	2025-01-06 20:00:00	3.16	23.29	432
67	2025-01-09 23:00:00	3.29	23.71	826
34	2025-01-03 14:00:00	3.62	24.86	974
48	2025-01-11 08:00:00	3.64	22.24	
71	2025-01-02 02:00:00	3.27	25.09	873
65	2025-01-03 04:00:00	3.34	27.87	485
17	2025-01-08 18:00:00	3.28	24.26	534
67	2025-01-07 05:00:00	3.13	22.73	906
59	2025-01-11 01:00:00	3.82	26.29	596
51	2025-01-05 20:00:00	3.58	22.77	892
36	2025-01-08 05:00:00	3.61	23.22	857
86	2025-01-11 20:00:00	3.25	22.13	209
21	2025-01-11 14:00:00	3.67	24.53	970
65	2025-01-07 20:00:00	3.55	25.62	323
39	2025-01-02 08:00:00	3.64	23.4	509
27	2025-01-01 01:00:00	3.63	26.64	959
63	2025-01-02 20:00:00	3.89	22.78	280
83	2025-01-02 21:00:00	3.81	23.78	915
83	2025-01-09 06:00:00	3.34	25.19	925
33	2025-01-07 01:00:00	3.29	26.49	661
31	2025-01-10 07:00:00	3.08	26.61	476
34	2025-01-03 08:00:00	3.84	24.07	293
56	2025-01-09 12:00:00	3.59	23.25	412
43	2025-01-11 05:00:00	3.58	27.96	805
25	2025-01-09 14:00:00	3.74	23.2	474
67	2025-01-07 22:00:00	3.07	25.78	393
19	2025-01-03 22:00:00	3.04	23.07	886
73	2025-01-03 08:00:00	3.23	24.64	245
92	2025-01-02 22:00:00	3.48	23.43	625
29	2025-01-07 23:00:00	3.86	23.08	606
92	2025-01-10 14:00:00	3.07	23.79	752
27	2025-01-07 20:00:00	3.38	23.46	751
69	2025-01-03 14:00:00	3.35	25.65	272
25	2025-01-09 13:00:00	3.78	26.23	346
99	2025-01-08 22:00:00	3.68	23.52	349
30	2025-01-09 16:00:00	3.54	22.84	521
38	2025-01-11 03:00:00	3.8	27.21	
84	2025-01-06 09:00:00	3.24	22.0	937
67	2025-01-11 10:00:00	3.31	26.71	259
10	2025-01-06 21:00:00	3.05	25.86	962
13	2025-01-06 05:00:00	3.31	27.16	500
62	2025-01-09 02:00:00	3.87	25.37	
3	2025-01-02 14:00:00	3.58	22.45	750
47	2025-01-02 04:00:00	3.28	26.13	586
93	2025-01-01 12:00:00	3.76	27.84	433
3	2025-01-07 01:00:00	3.5	25.59	866
58	2025-01-05 18:00:00	3.12	26.32	382
31	2025-01-10 23:00:00	4.0	26.63	643
55	2025-01-11 06:00:00	3.39	23.71	595
67	2025-01-01 02:00:00	3.45	27.56	998
61	2025-01-02 09:00:00	3.79	26.79	703
31	2025-01-08 15:00:00	3.43	27.34	804
70	2025-01-03 12:00:00	3.64	24.23	
71	2025-01-06 11:00:00	3.33	22.41	315
84	2025-01-02 23:00:00	3.93	22.01	
72	2025-01-06 06:00:00	3.66	25.39	891
68	2025-01-06 09:00:00	3.78	22.99	654
46	2025-01-07 01:00:00	3.96	27.27	383
2	2025-01-01 16:00:00	3.68	23.06	460
78	2025-01-05 10:00:00	3.43	22.04	812
43	2025-01-07 11:00:00	3.08	26.71	717
71	2025-01-07 01:00:00	3.94	23.33	451
3	2025-01-02 23:00:00	3.99	23.23	231
30	2025-01-03 09:00:00	3.64	22.59	789
36	2025-01-07 19:00:00	3.17	24.31	730
30	2025-01-03 04:00:00	3.29	24.73	322
95	2025-01-10 15:00:00	3.9	23.15	941
5	2025-01-01 00:00:00	3.06	25.81	829
37	2025-01-05 12:00:00	3.6	26.97	778
75	2025-01-05 12:00:00	3.13	23.51	699
38	2025-01-05 12:00:00	3.46	24.38	853
66	2025-01-08 03:00:00	3.69	22.5	268
80	2025-01-11 04:00:00	3.26	24.82	873
99	2025-01-07 12:00:00	3.01	27.1	771
82	2025-01-02 10:00:00	3.57	23.1	248
4	2025-01-04 16:00:00	3.97	24.83	448
80	2025-01-02 23:00:00	3.39	24.12	
14	2025-01-08 23:00:00	3.89	24.07	471
9	2025-01-02 19:00:00	3.77	24.95	
97	2025-01-01 20:00:00	3.72	25.13	244
44	2025-01-08 12:00:00	3.07	26.36	670
